comuna,nombre_campamento,anio_llegada,situacion_habitacional_anterior,tipo_vivienda,tiene_electricidad,fuente_agua,tiene_saneamiento,coord_x,coord_y,geometry,antiguedad_hogar
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5576966666667,-33.51633,POINT (-70.5576966666667 -33.51633),4.0
13110,1311013,,No informado,2.0,No informado,Camión aljibe,No informado,-70.5585783333333,-33.515625,POINT (-70.5585783333333 -33.515625),
13110,1311013,,No informado,2.0,No informado,Camión aljibe,No informado,-70.5585783333333,-33.5158016666667,POINT (-70.5585783333333 -33.5158016666667),
13110,1311013,2019.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No informado,-70.55832,-33.5158766666667,POINT (-70.55832 -33.5158766666667),5.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.557765,-33.5161066666667,POINT (-70.557765 -33.5161066666667),4.0
13110,1311013,,No informado,2.0,No informado,Camión aljibe,No informado,-70.5576633333333,-33.5162433333333,POINT (-70.5576633333333 -33.5162433333333),
13110,1311013,2021.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5577316666667,-33.51639,POINT (-70.5577316666667 -33.51639),3.0
13110,1311013,2021.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5575816666667,-33.5163783333333,POINT (-70.5575816666667 -33.5163783333333),3.0
13110,1311013,2020.0,Allegado,No informado,No informado,No informado,No informado,-70.5575116666667,-33.5163716666667,POINT (-70.5575116666667 -33.5163716666667),4.0
13110,1311013,2022.0,Allegado,3.0,No,Camión aljibe,No,-70.552075,-33.5140916666667,POINT (-70.552075 -33.5140916666667),2.0
13110,1311013,2021.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.551945,-33.5140983333333,POINT (-70.551945 -33.5140983333333),3.0
13110,1311013,,No informado,2.0,No informado,Camión aljibe,No informado,-70.5520283333333,-33.5140283333333,POINT (-70.5520283333333 -33.5140283333333),
13110,1311013,2019.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No,-70.5516766666667,-33.51379,POINT (-70.5516766666667 -33.51379),5.0
13110,1311013,2020.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No,-70.551835,-33.5139483333333,POINT (-70.551835 -33.5139483333333),4.0
13110,1311013,2019.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No,-70.5519083333333,-33.5138666666667,POINT (-70.5519083333333 -33.5138666666667),5.0
13110,1311013,2019.0,No informado,3.0,No informado,Pozo o noria,No,-70.551725,-33.5138616666667,POINT (-70.551725 -33.5138616666667),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5517833333333,-33.5138783333333,POINT (-70.5517833333333 -33.5138783333333),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.551735,-33.5139316666667,POINT (-70.551735 -33.5139316666667),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5515833333333,-33.51398,POINT (-70.5515833333333 -33.51398),5.0
13110,1311013,2020.0,Allegado,2.0,No informado,No informado,No informado,-70.5516402636372,-33.5141376034655,POINT (-70.5516402636372 -33.5141376034655),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5516441960153,-33.5141525728917,POINT (-70.5516441960153 -33.5141525728917),
13110,1311013,2019.0,Propietario y sin deuda,1.0,No informado,Camión aljibe,No,-70.5517482103577,-33.5139821510649,POINT (-70.5517482103577 -33.5139821510649),5.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.549528210752,-33.5135251115286,POINT (-70.549528210752 -33.5135251115286),4.0
13110,1311013,2019.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No informado,-70.5497791917624,-33.5135360034793,POINT (-70.5497791917624 -33.5135360034793),5.0
13110,1311013,2019.0,Allegado,4.0,No informado,Camión aljibe,No informado,-70.550364742168,-33.5136513902573,POINT (-70.550364742168 -33.5136513902573),5.0
13110,1311013,2019.0,Propietario y sin deuda,4.0,No informado,Camión aljibe,No informado,-70.5504014947376,-33.5136699980029,POINT (-70.5504014947376 -33.5136699980029),5.0
13110,1311013,2019.0,Allegado,4.0,No informado,Camión aljibe,No informado,-70.5504199290594,-33.513642317076,POINT (-70.5504199290594 -33.513642317076),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5498322508264,-33.5135404549045,POINT (-70.5498322508264 -33.5135404549045),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5489433333333,-33.5134683333333,POINT (-70.5489433333333 -33.5134683333333),
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5504381505521,-33.5135208996054,POINT (-70.5504381505521 -33.5135208996054),4.0
13110,1311013,2021.0,Allegado,2.0,No informado,Camión aljibe,No informado,-70.5494451,-33.51351536,POINT (-70.5494451 -33.51351536),3.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5507185128691,-33.5136067374382,POINT (-70.5507185128691 -33.5136067374382),
13110,1311013,2021.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5540593452781,-33.514744781113,POINT (-70.5540593452781 -33.514744781113),3.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5506809738147,-33.513720062949,POINT (-70.5506809738147 -33.513720062949),4.0
13110,1311013,2021.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5540219074204,-33.5147708597835,POINT (-70.5540219074204 -33.5147708597835),3.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5540424568674,-33.514781357596,POINT (-70.5540424568674 -33.514781357596),
13110,1311013,2022.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5540260460781,-33.5148290262089,POINT (-70.5540260460781 -33.5148290262089),2.0
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5540292499479,-33.5148296717783,POINT (-70.5540292499479 -33.5148296717783),5.0
13110,1311013,2020.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No,-70.5520995694457,-33.5142437575658,POINT (-70.5520995694457 -33.5142437575658),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5521707184353,-33.5142531872242,POINT (-70.5521707184353 -33.5142531872242),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5540576826752,-33.5150471845235,POINT (-70.5540576826752 -33.5150471845235),
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5540431476008,-33.5147739651013,POINT (-70.5540431476008 -33.5147739651013),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5521942800464,-33.5143748379224,POINT (-70.5521942800464 -33.5143748379224),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5540766666667,-33.51481,POINT (-70.5540766666667 -33.51481),
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No,-70.5522479081641,-33.514389969868,POINT (-70.5522479081641 -33.514389969868),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55397417,-33.5149509,POINT (-70.55397417 -33.5149509),
13110,1311013,2022.0,Allegado,2.0,No informado,Camión aljibe,No informado,-70.554075,-33.514975,POINT (-70.554075 -33.514975),2.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55389377,-33.51492219,POINT (-70.55389377 -33.51492219),
13110,1311013,2023.0,Allegado,3.0,No informado,No informado,No informado,-70.556993926623,-33.5157534964025,POINT (-70.556993926623 -33.5157534964025),1.0
13110,1311013,2020.0,Propietario y sin deuda,4.0,No informado,Camión aljibe,No informado,-70.555438100715,-33.5152616157855,POINT (-70.555438100715 -33.5152616157855),4.0
13110,1311013,2023.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5549857056944,-33.5152634815472,POINT (-70.5549857056944 -33.5152634815472),1.0
13110,1311013,2019.0,Propietario y sin deuda,4.0,No informado,Camión aljibe,No informado,-70.5547568029203,-33.5151973528033,POINT (-70.5547568029203 -33.5151973528033),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5548588856796,-33.5151668543462,POINT (-70.5548588856796 -33.5151668543462),
13110,1311013,2018.0,Propietario y sin deuda,4.0,No informado,Camión aljibe,No informado,-70.55479996323,-33.5152583915634,POINT (-70.55479996323 -33.5152583915634),6.0
13110,1311013,2021.0,Propietario y sin deuda,4.0,No informado,Camión aljibe,No informado,-70.5548094685011,-33.5151506749264,POINT (-70.5548094685011 -33.5151506749264),3.0
13110,1311013,2019.0,Allegado,4.0,No informado,Camión aljibe,No informado,-70.5548223207668,-33.5151468641933,POINT (-70.5548223207668 -33.5151468641933),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5548124972338,-33.5150202947756,POINT (-70.5548124972338 -33.5150202947756),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.555331023641,-33.5150652003063,POINT (-70.555331023641 -33.5150652003063),5.0
13110,1311013,2023.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5551423395012,-33.5151089732338,POINT (-70.5551423395012 -33.5151089732338),1.0
13110,1311013,2022.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5551459028332,-33.5150872090649,POINT (-70.5551459028332 -33.5150872090649),2.0
13110,1311013,2022.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5550687184609,-33.5152158664528,POINT (-70.5550687184609 -33.5152158664528),2.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5547929454514,-33.5150406733191,POINT (-70.5547929454514 -33.5150406733191),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.554708935466,-33.5151597493463,POINT (-70.554708935466 -33.5151597493463),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.554757108871,-33.5151556349674,POINT (-70.554757108871 -33.5151556349674),
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5544442997773,-33.5149827631218,POINT (-70.5544442997773 -33.5149827631218),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5544353414625,-33.5149773108524,POINT (-70.5544353414625 -33.5149773108524),
13110,1311013,2021.0,Propietario y sin deuda,4.0,No informado,No informado,No informado,-70.5552092180635,-33.5151000303004,POINT (-70.5552092180635 -33.5151000303004),3.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5515316588786,-33.5138725705508,POINT (-70.5515316588786 -33.5138725705508),5.0
13110,1311013,2018.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5515610833796,-33.5140418012017,POINT (-70.5515610833796 -33.5140418012017),6.0
13110,1311013,2017.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5514913363497,-33.5140650770941,POINT (-70.5514913363497 -33.5140650770941),7.0
13110,1311013,2020.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5511496684479,-33.5139477310538,POINT (-70.5511496684479 -33.5139477310538),4.0
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5510815141595,-33.5138233511088,POINT (-70.5510815141595 -33.5138233511088),5.0
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5510625558398,-33.5138537323187,POINT (-70.5510625558398 -33.5138537323187),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5510339887864,-33.5138726401081,POINT (-70.5510339887864 -33.5138726401081),5.0
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5505599133621,-33.513694565298,POINT (-70.5505599133621 -33.513694565298),5.0
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5505506583284,-33.5136157122676,POINT (-70.5505506583284 -33.5136157122676),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5506029272385,-33.5136590252821,POINT (-70.5506029272385 -33.5136590252821),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5506215269239,-33.5137100344769,POINT (-70.5506215269239 -33.5137100344769),
13110,1311013,,No informado,3.0,No informado,Camión aljibe,No informado,-70.5505636332985,-33.5137929147186,POINT (-70.5505636332985 -33.5137929147186),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5504393326269,-33.5137544783621,POINT (-70.5504393326269 -33.5137544783621),
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5501579904928,-33.5136516243785,POINT (-70.5501579904928 -33.5136516243785),5.0
13110,1311013,2018.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5501189743334,-33.5136070324137,POINT (-70.5501189743334 -33.5136070324137),6.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5500712379592,-33.513597168311,POINT (-70.5500712379592 -33.513597168311),4.0
13110,1311013,,No informado,3.0,No informado,Camión aljibe,No informado,-70.5494504657886,-33.5135517816616,POINT (-70.5494504657886 -33.5135517816616),
13110,1311013,,No informado,3.0,No informado,Camión aljibe,No informado,-70.5493350681952,-33.5135327716354,POINT (-70.5493350681952 -33.5135327716354),
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5493504573371,-33.5134444295818,POINT (-70.5493504573371 -33.5134444295818),5.0
13110,1311013,2020.0,No informado,3.0,No informado,Camión aljibe,No informado,-70.5493308581362,-33.513454578698,POINT (-70.5493308581362 -33.513454578698),4.0
13110,1311013,2022.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5493541483318,-33.5134614090311,POINT (-70.5493541483318 -33.5134614090311),2.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5491537476542,-33.5135344455837,POINT (-70.5491537476542 -33.5135344455837),4.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5541715944555,-33.514602328401,POINT (-70.5541715944555 -33.514602328401),4.0
13110,1311013,2019.0,Propietario y sin deuda,4.0,No informado,Camión aljibe,No,-70.5542045567153,-33.5147568109296,POINT (-70.5542045567153 -33.5147568109296),5.0
13110,1311013,,No informado,3.0,No informado,Camión aljibe,No informado,-70.5540607531444,-33.5147126691085,POINT (-70.5540607531444 -33.5147126691085),
13110,1311013,2023.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.553728972567,-33.5148695234027,POINT (-70.553728972567 -33.5148695234027),1.0
13110,1311013,2023.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5538443232553,-33.5149323175973,POINT (-70.5538443232553 -33.5149323175973),1.0
13110,1311013,2022.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5538452504911,-33.5150347196348,POINT (-70.5538452504911 -33.5150347196348),2.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5524182440661,-33.5143337213921,POINT (-70.5524182440661 -33.5143337213921),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5523248388669,-33.5143914276987,POINT (-70.5523248388669 -33.5143914276987),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5523545960902,-33.5142718301828,POINT (-70.5523545960902 -33.5142718301828),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55224636,-33.51430006,POINT (-70.55224636 -33.51430006),
13110,1311013,2022.0,Propietario y sin deuda,3.0,No informado,No informado,No,-70.5523842987772,-33.5141675822421,POINT (-70.5523842987772 -33.5141675822421),2.0
13110,1311013,2023.0,Allegado,3.0,No informado,No informado,No,-70.5522538628363,-33.5140583977738,POINT (-70.5522538628363 -33.5140583977738),1.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,No informado,No informado,-70.55226902,-33.51420648,POINT (-70.55226902 -33.51420648),4.0
13110,1311013,2021.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No,-70.55225528,-33.51417916,POINT (-70.55225528 -33.51417916),3.0
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5523402850786,-33.5140720581462,POINT (-70.5523402850786 -33.5140720581462),5.0
13110,1311013,2019.0,Propietario y sin deuda,1.0,No informado,No informado,No informado,-70.553037127987,-33.5144356929474,POINT (-70.553037127987 -33.5144356929474),5.0
13110,1311013,2022.0,Allegado,3.0,No informado,No informado,No informado,-70.5521734072206,-33.5144638775618,POINT (-70.5521734072206 -33.5144638775618),2.0
13110,1311013,2021.0,Arrendatario,3.0,No informado,Camión aljibe,No informado,-70.5522408830183,-33.5144637402524,POINT (-70.5522408830183 -33.5144637402524),3.0
13110,1311013,2020.0,Allegado,2.0,No informado,Camión aljibe,No informado,-70.5523382302986,-33.5145355079621,POINT (-70.5523382302986 -33.5145355079621),4.0
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5522857265856,-33.514485349701,POINT (-70.5522857265856 -33.514485349701),5.0
13110,1311013,2021.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5521732501472,-33.5144621361365,POINT (-70.5521732501472 -33.5144621361365),3.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.55242775557,-33.5144962965484,POINT (-70.55242775557 -33.5144962965484),4.0
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5529664042948,-33.5147444924314,POINT (-70.5529664042948 -33.5147444924314),5.0
13110,1311013,2020.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.553224259856,-33.5148018937169,POINT (-70.553224259856 -33.5148018937169),4.0
13110,1311013,2021.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5534936456415,-33.5149322112541,POINT (-70.5534936456415 -33.5149322112541),3.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5537865338856,-33.5147439058778,POINT (-70.5537865338856 -33.5147439058778),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5536694207678,-33.5148089433283,POINT (-70.5536694207678 -33.5148089433283),
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No,-70.5536752717173,-33.5147059455256,POINT (-70.5536752717173 -33.5147059455256),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5535279040666,-33.5147481734709,POINT (-70.5535279040666 -33.5147481734709),5.0
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5534523299536,-33.5147389294967,POINT (-70.5534523299536 -33.5147389294967),5.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5532154926044,-33.5146223830829,POINT (-70.5532154926044 -33.5146223830829),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5580024063659,-33.5168784048539,POINT (-70.5580024063659 -33.5168784048539),
13110,1311013,2021.0,Allegado,No informado,No informado,No informado,No informado,-70.58843,-33.5105233333333,POINT (-70.58843 -33.5105233333333),3.0
13110,1311013,2020.0,Propietario y pagando dividendo,2.0,No informado,Camión aljibe,No informado,-70.5525151124685,-33.5145306533924,POINT (-70.5525151124685 -33.5145306533924),4.0
13110,1311013,2024.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5579657509413,-33.5167901268939,POINT (-70.5579657509413 -33.5167901268939),0.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5527015454974,-33.5146261091304,POINT (-70.5527015454974 -33.5146261091304),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5528043879446,-33.5145804724391,POINT (-70.5528043879446 -33.5145804724391),
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5579762333226,-33.5167439595741,POINT (-70.5579762333226 -33.5167439595741),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5528755920158,-33.5147116332998,POINT (-70.5528755920158 -33.5147116332998),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5578294729712,-33.5167600234347,POINT (-70.5578294729712 -33.5167600234347),
13110,1311013,2022.0,Propietario y pagando dividendo,3.0,No,No informado,No informado,-70.5579249170211,-33.5168504701652,POINT (-70.5579249170211 -33.5168504701652),2.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5532882301613,-33.514815196719,POINT (-70.5532882301613 -33.514815196719),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5533401848894,-33.5148932171265,POINT (-70.5533401848894 -33.5148932171265),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.557870724244,-33.5166598101189,POINT (-70.557870724244 -33.5166598101189),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5534033754282,-33.514883582919,POINT (-70.5534033754282 -33.514883582919),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5535015408412,-33.5149220917349,POINT (-70.5535015408412 -33.5149220917349),
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5578527467805,-33.5167206415004,POINT (-70.5578527467805 -33.5167206415004),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5580037106422,-33.516691073161,POINT (-70.5580037106422 -33.516691073161),
13110,1311013,2022.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5534218734888,-33.5149329630873,POINT (-70.5534218734888 -33.5149329630873),2.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5577706612729,-33.5166568862335,POINT (-70.5577706612729 -33.5166568862335),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5577791956431,-33.5166411125431,POINT (-70.5577791956431 -33.5166411125431),5.0
13110,1311013,2021.0,Propietario y pagando dividendo,No informado,No informado,No informado,No informado,-70.5580364734582,-33.5166236829979,POINT (-70.5580364734582 -33.5166236829979),3.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5536531210786,-33.5149518285152,POINT (-70.5536531210786 -33.5149518285152),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5578328963603,-33.5166218413251,POINT (-70.5578328963603 -33.5166218413251),5.0
13110,1311013,2023.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5537412186156,-33.515035957573,POINT (-70.5537412186156 -33.515035957573),1.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5574324106438,-33.5160933539355,POINT (-70.5574324106438 -33.5160933539355),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5542073820616,-33.5151153590956,POINT (-70.5542073820616 -33.5151153590956),
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.55748,-33.516005,POINT (-70.55748 -33.516005),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5541472684917,-33.5150459407446,POINT (-70.5541472684917 -33.5150459407446),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.557331257331,-33.5159740962943,POINT (-70.557331257331 -33.5159740962943),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5542769964548,-33.5151534143973,POINT (-70.5542769964548 -33.5151534143973),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55416132,-33.51497682,POINT (-70.55416132 -33.51497682),
13110,1311013,2021.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5572693577285,-33.515883796673,POINT (-70.5572693577285 -33.515883796673),3.0
13110,1311013,2020.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5573611454918,-33.5160193376967,POINT (-70.5573611454918 -33.5160193376967),4.0
13110,1311013,2021.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5572605525323,-33.5158905745275,POINT (-70.5572605525323 -33.5158905745275),3.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55458413,-33.51509885,POINT (-70.55458413 -33.51509885),
13110,1311013,2021.0,No informado,3.0,No informado,Camión aljibe,No informado,-70.5570824773913,-33.5157471427641,POINT (-70.5570824773913 -33.5157471427641),3.0
13110,1311013,2022.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No informado,-70.5571101616727,-33.5157863380553,POINT (-70.5571101616727 -33.5157863380553),2.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5573601408639,-33.5154131234239,POINT (-70.5573601408639 -33.5154131234239),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55477616,-33.51523151,POINT (-70.55477616 -33.51523151),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5580340019527,-33.5166196789215,POINT (-70.5580340019527 -33.5166196789215),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5580403161966,-33.5165961321745,POINT (-70.5580403161966 -33.5165961321745),
13110,1311013,2021.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5580829367681,-33.5164943644436,POINT (-70.5580829367681 -33.5164943644436),3.0
13110,1311013,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5527652886202,-33.5142023386727,POINT (-70.5527652886202 -33.5142023386727),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5512050868174,-33.5137555714404,POINT (-70.5512050868174 -33.5137555714404),
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.551281662731,-33.5138280224626,POINT (-70.551281662731 -33.5138280224626),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5512790633522,-33.5138928896272,POINT (-70.5512790633522 -33.5138928896272),
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5513870949572,-33.5138536990576,POINT (-70.5513870949572 -33.5138536990576),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5513817693425,-33.5138467788282,POINT (-70.5513817693425 -33.5138467788282),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5508633748765,-33.5136703142549,POINT (-70.5508633748765 -33.5136703142549),
13110,1311013,2021.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5509611366586,-33.5136894538022,POINT (-70.5509611366586 -33.5136894538022),3.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5511066666667,-33.513595,POINT (-70.5511066666667 -33.513595),4.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,Si,Camión aljibe,No,-70.5511037074653,-33.5137547492014,POINT (-70.5511037074653 -33.5137547492014),5.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5511002200379,-33.5137581905905,POINT (-70.5511002200379 -33.5137581905905),5.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5510154083972,-33.5139536537562,POINT (-70.5510154083972 -33.5139536537562),
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5509111833823,-33.513917605802,POINT (-70.5509111833823 -33.513917605802),5.0
13110,1311013,2021.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5508521142479,-33.5138849186059,POINT (-70.5508521142479 -33.5138849186059),3.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5507940264098,-33.5138551402775,POINT (-70.5507940264098 -33.5138551402775),5.0
