comuna,nombre_campamento,anio_llegada,situacion_habitacional_anterior,tipo_vivienda,tiene_electricidad,fuente_agua,tiene_saneamiento,coord_x,coord_y,geometry,antiguedad_hogar
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5540357217385,-33.5145134249007,POINT (-70.5540357217385 -33.5145134249007),4.0
13110,1311013,2020.0,Allegado,No informado,No informado,No informado,No informado,-70.5498843688339,-33.6062441465705,POINT (-70.5498843688339 -33.6062441465705),4.0
13110,1311013,2016.0,No informado,No informado,No informado,No informado,No informado,-70.5562959518284,-33.5149998078123,POINT (-70.5562959518284 -33.5149998078123),8.0
13110,1311013,2023.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No,-70.5561827961355,-33.5149667831138,POINT (-70.5561827961355 -33.5149667831138),1.0
13110,1311013,2020.0,Allegado,2.0,No informado,Camión aljibe,No,-70.5561901038424,-33.5152404639992,POINT (-70.5561901038424 -33.5152404639992),4.0
13110,1311013,2020.0,Allegado,2.0,No informado,Camión aljibe,No,-70.5558837973394,-33.5150595015043,POINT (-70.5558837973394 -33.5150595015043),4.0
13110,1311013,2020.0,Allegado,2.0,No informado,Camión aljibe,No,-70.5544432997704,-33.5147786512971,POINT (-70.5544432997704 -33.5147786512971),4.0
13110,1311013,2020.0,Propietario y pagando dividendo,2.0,No informado,Camión aljibe,No,-70.5542789306492,-33.5147367836908,POINT (-70.5542789306492 -33.5147367836908),4.0
13110,1311013,2018.0,Arrendatario,2.0,No informado,Camión aljibe,No,-70.5543152425169,-33.5147551814177,POINT (-70.5543152425169 -33.5147551814177),6.0
13201,1320111,2022.0,Propietario y pagando dividendo,No informado,No informado,No informado,No informado,-70.5521960899616,-33.6064228825035,POINT (-70.5521960899616 -33.6064228825035),2.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8187122930119,-33.2395705501874,POINT (-70.8187122930119 -33.2395705501874),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8191415212536,-33.239786215191,POINT (-70.8191415212536 -33.239786215191),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8182002913392,-33.23908134874,POINT (-70.8182002913392 -33.23908134874),
13302,1330221,2023.0,Propietario y pagando dividendo,1.0,Si,"Río, vertiente, etc.",No informado,-70.8179264069507,-33.2389411152297,POINT (-70.8179264069507 -33.2389411152297),1.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8174584170484,-33.2387223324246,POINT (-70.8174584170484 -33.2387223324246),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8178045966477,-33.2385979946632,POINT (-70.8178045966477 -33.2385979946632),
13302,1330221,2020.0,Propietario y pagando dividendo,3.0,Si,"Río, vertiente, etc.",No informado,-70.8180907129733,-33.2387344889379,POINT (-70.8180907129733 -33.2387344889379),4.0
13302,1330221,2019.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8183877246854,-33.2388601115438,POINT (-70.8183877246854 -33.2388601115438),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8185099713945,-33.2389436215515,POINT (-70.8185099713945 -33.2389436215515),
13201,1320105,1990.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5497182196396,-33.6063397007245,POINT (-70.5497182196396 -33.6063397007245),34.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,Si,Camión aljibe,No informado,-70.553057053106,-33.514316902277,POINT (-70.553057053106 -33.514316902277),4.0
13201,1320111,2020.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No informado,-70.5512309164644,-33.6067269819885,POINT (-70.5512309164644 -33.6067269819885),4.0
13110,1311013,2021.0,Allegado,2.0,Si,Camión aljibe,No informado,-70.5532384166536,-33.5144145816891,POINT (-70.5532384166536 -33.5144145816891),3.0
13201,1320111,2020.0,Propietario y sin deuda,No informado,No informado,No informado,No informado,-70.5512135157087,-33.6067296872605,POINT (-70.5512135157087 -33.6067296872605),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.55320973,-33.51452995,POINT (-70.55320973 -33.51452995),
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5532432290537,-33.5143009140986,POINT (-70.5532432290537 -33.5143009140986),
13201,1320111,2021.0,Propietario y pagando dividendo,2.0,No informado,Camión aljibe,No informado,-70.5508975029909,-33.6063239787892,POINT (-70.5508975029909 -33.6063239787892),3.0
13110,1311013,2020.0,Allegado,2.0,No informado,Camión aljibe,No,-70.5548182445743,-33.5147910204488,POINT (-70.5548182445743 -33.5147910204488),4.0
13110,1311013,2021.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.553281969341,-33.5142875711122,POINT (-70.553281969341 -33.5142875711122),3.0
13201,1320111,2020.0,No informado,2.0,No informado,Camión aljibe,No informado,-70.5490078660878,-33.6070640074925,POINT (-70.5490078660878 -33.6070640074925),4.0
13201,1320111,2022.0,Allegado,2.0,No informado,Camión aljibe,No informado,-70.5519151425347,-33.6067303449079,POINT (-70.5519151425347 -33.6067303449079),2.0
13201,1320111,2020.0,Propietario y sin deuda,1.0,No informado,Camión aljibe,No informado,-70.550462569353,-33.6071122959916,POINT (-70.550462569353 -33.6071122959916),4.0
13201,1320111,2022.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5515069851402,-33.6068132237659,POINT (-70.5515069851402 -33.6068132237659),2.0
13201,1320111,2020.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No informado,-70.5501130246549,-33.6077819727632,POINT (-70.5501130246549 -33.6077819727632),4.0
13110,1311013,2021.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No informado,-70.556363651838,-33.5152834342064,POINT (-70.556363651838 -33.5152834342064),3.0
13110,1311013,2024.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5526984923936,-33.5144433352792,POINT (-70.5526984923936 -33.5144433352792),0.0
13110,1311013,2022.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5552538534371,-33.515245470567,POINT (-70.5552538534371 -33.515245470567),2.0
13110,1311013,2020.0,Allegado,3.0,No,Camión aljibe,No informado,-70.5551542971335,-33.514992442344,POINT (-70.5551542971335 -33.514992442344),4.0
13110,1311013,2020.0,No informado,3.0,No,Camión aljibe,No informado,-70.5551561875369,-33.5149927806325,POINT (-70.5551561875369 -33.5149927806325),4.0
13110,1311013,2022.0,Allegado,3.0,No,Camión aljibe,No informado,-70.5552538534371,-33.515245470567,POINT (-70.5552538534371 -33.515245470567),2.0
13110,1311013,2022.0,Allegado,3.0,No,Camión aljibe,No informado,-70.5540920690583,-33.5147210226149,POINT (-70.5540920690583 -33.5147210226149),2.0
13110,1311013,2019.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5551670522155,-33.5152664923475,POINT (-70.5551670522155 -33.5152664923475),5.0
13110,1311013,2022.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5561015213036,-33.5152533471999,POINT (-70.5561015213036 -33.5152533471999),2.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No,-70.5561829137659,-33.5152689413322,POINT (-70.5561829137659 -33.5152689413322),4.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5561803044631,-33.5152760518023,POINT (-70.5561803044631 -33.5152760518023),4.0
13110,1311013,2020.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No,-70.5545747786964,-33.5148199680461,POINT (-70.5545747786964 -33.5148199680461),4.0
13110,1311013,2021.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No,-70.5550254491596,-33.5149714604185,POINT (-70.5550254491596 -33.5149714604185),3.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8178987452913,-33.2380692940802,POINT (-70.8178987452913 -33.2380692940802),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.81811442,-33.23808351,POINT (-70.81811442 -33.23808351),
13302,1330221,2019.0,Propietario y sin deuda,2.0,No,"Río, vertiente, etc.",No informado,-70.8196662683986,-33.2392699888839,POINT (-70.8196662683986 -33.2392699888839),5.0
13302,1330221,2019.0,Arrendatario,2.0,Si,"Río, vertiente, etc.",No informado,-70.81821416,-33.23816303,POINT (-70.81821416 -33.23816303),5.0
13302,1330221,2022.0,Allegado,2.0,Si,"Río, vertiente, etc.",No informado,-70.816291528027,-33.238870363205,POINT (-70.816291528027 -33.238870363205),2.0
13302,1330221,2019.0,No informado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8184127319334,-33.238206240011,POINT (-70.8184127319334 -33.238206240011),5.0
13302,1330221,2019.0,Propietario y sin deuda,1.0,Si,"Río, vertiente, etc.",No informado,-70.8200064327092,-33.2389186211037,POINT (-70.8200064327092 -33.2389186211037),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8197103778246,-33.2389145365598,POINT (-70.8197103778246 -33.2389145365598),
13302,1330221,2022.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.81809802,-33.23809111,POINT (-70.81809802 -33.23809111),2.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.81854009,-33.23831742,POINT (-70.81854009 -33.23831742),
13302,1330221,2019.0,Propietario y sin deuda,1.0,Si,"Río, vertiente, etc.",No informado,-70.8200265009812,-33.238963387308,POINT (-70.8200265009812 -33.238963387308),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8198925928609,-33.2388826908857,POINT (-70.8198925928609 -33.2388826908857),
13302,1330221,2021.0,Propietario y pagando dividendo,1.0,Si,"Río, vertiente, etc.",No informado,-70.8171281341035,-33.2378180917938,POINT (-70.8171281341035 -33.2378180917938),3.0
13302,1330221,2019.0,Propietario y sin deuda,1.0,Si,"Río, vertiente, etc.",No informado,-70.81864696,-33.23844127,POINT (-70.81864696 -33.23844127),5.0
13302,1330221,2019.0,Allegado,2.0,Si,"Río, vertiente, etc.",No informado,-70.8195818741498,-33.2385553509009,POINT (-70.8195818741498 -33.2385553509009),5.0
13302,1330221,2020.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8195359663536,-33.2394259662338,POINT (-70.8195359663536 -33.2394259662338),4.0
13302,1330221,2020.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.819394820686,-33.2393518504677,POINT (-70.819394820686 -33.2393518504677),4.0
13302,1330221,2020.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8186350538008,-33.2389970066819,POINT (-70.8186350538008 -33.2389970066819),4.0
13302,1330221,2020.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8178089209155,-33.2399403447364,POINT (-70.8178089209155 -33.2399403447364),4.0
13302,1330221,2020.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8189682333019,-33.2399972856658,POINT (-70.8189682333019 -33.2399972856658),4.0
13302,1330221,2020.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8171956397328,-33.2388987334987,POINT (-70.8171956397328 -33.2388987334987),4.0
13302,1330221,2019.0,Propietario y sin deuda,2.0,Si,Pozo o noria,No informado,-70.8179472830321,-33.2402570989292,POINT (-70.8179472830321 -33.2402570989292),5.0
13302,1330221,2020.0,Propietario y pagando dividendo,4.0,Si,"Río, vertiente, etc.",No informado,-70.8171518011506,-33.2376928889508,POINT (-70.8171518011506 -33.2376928889508),4.0
13302,1330221,2019.0,Propietario y pagando dividendo,2.0,Si,"Río, vertiente, etc.",No informado,-70.8159482747586,-33.2387535505568,POINT (-70.8159482747586 -33.2387535505568),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8174188822258,-33.2379834686138,POINT (-70.8174188822258 -33.2379834686138),
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8175829029805,-33.2374781905214,POINT (-70.8175829029805 -33.2374781905214),5.0
13302,1330221,2019.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8175894881936,-33.2374476050048,POINT (-70.8175894881936 -33.2374476050048),5.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5533286501776,-33.514446571275,POINT (-70.5533286501776 -33.514446571275),4.0
13110,1311013,2021.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.5526631106085,-33.5145227897467,POINT (-70.5526631106085 -33.5145227897467),3.0
13110,1311013,2019.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5525458759911,-33.5144480025127,POINT (-70.5525458759911 -33.5144480025127),5.0
13110,1311013,2020.0,Propietario y sin deuda,3.0,No informado,Camión aljibe,No informado,-70.5526660473567,-33.5143424123366,POINT (-70.5526660473567 -33.5143424123366),4.0
13302,1330221,2019.0,Propietario y pagando dividendo,3.0,No informado,Camión aljibe,No informado,-70.8198209403306,-33.2392657407518,POINT (-70.8198209403306 -33.2392657407518),5.0
13302,1330221,2019.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8197183112577,-33.2394630031974,POINT (-70.8197183112577 -33.2394630031974),5.0
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8199723779564,-33.2390328043606,POINT (-70.8199723779564 -33.2390328043606),5.0
13302,1330221,2019.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8196761393766,-33.2389045501889,POINT (-70.8196761393766 -33.2389045501889),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8195820998901,-33.2388857099915,POINT (-70.8195820998901 -33.2388857099915),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8194219704124,-33.2387702344609,POINT (-70.8194219704124 -33.2387702344609),
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8191383946235,-33.2386882094802,POINT (-70.8191383946235 -33.2386882094802),5.0
13302,1330221,2019.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8194460641998,-33.238496303186,POINT (-70.8194460641998 -33.238496303186),5.0
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8192881955549,-33.2384463271608,POINT (-70.8192881955549 -33.2384463271608),5.0
13302,1330221,2019.0,Propietario y sin deuda,4.0,No informado,No informado,No informado,-70.8177920395202,-33.238327106448,POINT (-70.8177920395202 -33.238327106448),5.0
13302,1330221,2020.0,Propietario y sin deuda,3.0,No informado,No informado,No informado,-70.8179469731998,-33.2383586882503,POINT (-70.8179469731998 -33.2383586882503),4.0
13302,1330221,2020.0,Propietario y sin deuda,3.0,No informado,No informado,No informado,-70.8180858529063,-33.2384359188834,POINT (-70.8180858529063 -33.2384359188834),4.0
13302,1330221,2019.0,Propietario y pagando dividendo,3.0,No informado,No informado,No informado,-70.8182437635248,-33.2385007823567,POINT (-70.8182437635248 -33.2385007823567),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8185487474812,-33.2386233832803,POINT (-70.8185487474812 -33.2386233832803),
13302,1330221,2021.0,Propietario y sin deuda,3.0,No informado,No informado,No informado,-70.8186885567452,-33.2386707790923,POINT (-70.8186885567452 -33.2386707790923),3.0
13302,1330221,2020.0,Allegado,4.0,No informado,No informado,No informado,-70.8187911278825,-33.2387512009659,POINT (-70.8187911278825 -33.2387512009659),4.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8189871683804,-33.2385200245157,POINT (-70.8189871683804 -33.2385200245157),
13302,1330221,2019.0,Propietario y sin deuda,3.0,No informado,No informado,No informado,-70.8187937785274,-33.2384787913607,POINT (-70.8187937785274 -33.2384787913607),5.0
13302,1330221,2019.0,Propietario y sin deuda,3.0,No informado,No informado,No informado,-70.8187823982075,-33.2385331846457,POINT (-70.8187823982075 -33.2385331846457),5.0
13302,1330221,2019.0,Allegado,3.0,No informado,No informado,No informado,-70.8198715122918,-33.2383966176268,POINT (-70.8198715122918 -33.2383966176268),5.0
13302,1330221,2019.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8173562778608,-33.237719184602,POINT (-70.8173562778608 -33.237719184602),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8174302414448,-33.2375998795574,POINT (-70.8174302414448 -33.2375998795574),
13302,1330221,2010.0,Allegado,2.0,Si,"Río, vertiente, etc.",No informado,-70.8176429278693,-33.2373574574475,POINT (-70.8176429278693 -33.2373574574475),14.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8164000377058,-33.2379743793998,POINT (-70.8164000377058 -33.2379743793998),
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5527501902806,-33.5143622083879,POINT (-70.5527501902806 -33.5143622083879),4.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5526604681153,-33.5142255220685,POINT (-70.5526604681153 -33.5142255220685),4.0
13110,1311013,2022.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.55265595,-33.51447217,POINT (-70.55265595 -33.51447217),2.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5526334851193,-33.5145505782724,POINT (-70.5526334851193 -33.5145505782724),4.0
13110,1311013,2020.0,Propietario y pagando dividendo,2.0,No informado,Camión aljibe,No informado,-70.5537877083811,-33.5147518248232,POINT (-70.5537877083811 -33.5147518248232),4.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5527570188525,-33.5142766894654,POINT (-70.5527570188525 -33.5142766894654),4.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8201561792255,-33.2388053652953,POINT (-70.8201561792255 -33.2388053652953),
13302,1330221,2020.0,Propietario y sin deuda,3.0,No informado,"Río, vertiente, etc.",No informado,-70.8197204847273,-33.2386187076575,POINT (-70.8197204847273 -33.2386187076575),4.0
13302,1330221,2019.0,Allegado,1.0,Si,"Río, vertiente, etc.",No informado,-70.8166271148281,-33.2382786476097,POINT (-70.8166271148281 -33.2382786476097),5.0
13302,1330221,2019.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8162555502674,-33.2390718446405,POINT (-70.8162555502674 -33.2390718446405),5.0
13302,1330221,2019.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8163017341112,-33.2380676051573,POINT (-70.8163017341112 -33.2380676051573),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8162811954821,-33.2381936391107,POINT (-70.8162811954821 -33.2381936391107),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8162335901099,-33.2382866462541,POINT (-70.8162335901099 -33.2382866462541),
13302,1330221,2019.0,Propietario y pagando dividendo,2.0,Si,"Río, vertiente, etc.",No informado,-70.8164666481781,-33.2385157684315,POINT (-70.8164666481781 -33.2385157684315),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8165319706469,-33.2377915987107,POINT (-70.8165319706469 -33.2377915987107),
13302,1330221,2020.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8167537936788,-33.2380239734219,POINT (-70.8167537936788 -33.2380239734219),4.0
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8168381364573,-33.2379472259943,POINT (-70.8168381364573 -33.2379472259943),5.0
13302,1330221,2024.0,Allegado,2.0,Si,No informado,No informado,-70.816927670341,-33.2374692699757,POINT (-70.816927670341 -33.2374692699757),0.0
13302,1330221,2020.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8166167387146,-33.237572542776,POINT (-70.8166167387146 -33.237572542776),4.0
13302,1330221,2019.0,Allegado,2.0,Si,"Río, vertiente, etc.",No informado,-70.816759761091,-33.2372924639501,POINT (-70.816759761091 -33.2372924639501),5.0
13302,1330221,2021.0,Propietario y pagando dividendo,2.0,Si,"Río, vertiente, etc.",No informado,-70.8180752450652,-33.2376195617592,POINT (-70.8180752450652 -33.2376195617592),3.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8169782016328,-33.2372784375066,POINT (-70.8169782016328 -33.2372784375066),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8178319560784,-33.2370783412506,POINT (-70.8178319560784 -33.2370783412506),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8182533410206,-33.2370632835818,POINT (-70.8182533410206 -33.2370632835818),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8183576032213,-33.2373019236452,POINT (-70.8183576032213 -33.2373019236452),
13302,1330221,2019.0,Propietario y pagando dividendo,2.0,Si,"Río, vertiente, etc.",No informado,-70.8182301292657,-33.23736386193,POINT (-70.8182301292657 -33.23736386193),5.0
13302,1330221,2019.0,Propietario y sin deuda,3.0,No,No informado,No informado,-70.8179429839076,-33.2377934162963,POINT (-70.8179429839076 -33.2377934162963),5.0
13302,1330221,2020.0,Propietario y pagando dividendo,1.0,Si,"Río, vertiente, etc.",No informado,-70.8160295231062,-33.2385231711265,POINT (-70.8160295231062 -33.2385231711265),4.0
13302,1330221,2019.0,Propietario y pagando dividendo,3.0,Si,No informado,No informado,-70.8163302546732,-33.2387291222724,POINT (-70.8163302546732 -33.2387291222724),5.0
13302,1330221,,No informado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8167629655619,-33.238028880048,POINT (-70.8167629655619 -33.238028880048),
13302,1330221,2019.0,Allegado,2.0,Si,"Río, vertiente, etc.",No informado,-70.8165766047287,-33.2377138856,POINT (-70.8165766047287 -33.2377138856),5.0
13302,1330221,2021.0,Allegado,3.0,Si,"Río, vertiente, etc.",No informado,-70.8168844407038,-33.2377971697925,POINT (-70.8168844407038 -33.2377971697925),3.0
13302,1330221,2020.0,Arrendatario,2.0,Si,"Río, vertiente, etc.",No informado,-70.8169665696039,-33.237625511514,POINT (-70.8169665696039 -33.237625511514),4.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8202995804447,-33.2386170738856,POINT (-70.8202995804447 -33.2386170738856),
13302,1330221,2021.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8199624442043,-33.2384888215347,POINT (-70.8199624442043 -33.2384888215347),3.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8197100803205,-33.2383549464874,POINT (-70.8197100803205 -33.2383549464874),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8194524915922,-33.2382133730733,POINT (-70.8194524915922 -33.2382133730733),
13302,1330221,2019.0,Propietario y sin deuda,2.0,Si,"Río, vertiente, etc.",No informado,-70.8176065602524,-33.237967910579,POINT (-70.8176065602524 -33.237967910579),5.0
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8167296753572,-33.2373781054371,POINT (-70.8167296753572 -33.2373781054371),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8164139049808,-33.2391799892389,POINT (-70.8164139049808 -33.2391799892389),
13302,1330221,2019.0,Allegado,3.0,No informado,No informado,No informado,-70.8161731772741,-33.2390807501887,POINT (-70.8161731772741 -33.2390807501887),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8160723567173,-33.2389948976742,POINT (-70.8160723567173 -33.2389948976742),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.816013418999,-33.2388347213563,POINT (-70.816013418999 -33.2388347213563),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8160227007002,-33.2385496180381,POINT (-70.8160227007002 -33.2385496180381),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8161357114245,-33.2384109407624,POINT (-70.8161357114245 -33.2384109407624),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8163929963039,-33.2386223122562,POINT (-70.8163929963039 -33.2386223122562),
13302,1330221,2020.0,Allegado,3.0,No informado,No informado,No informado,-70.8167078461858,-33.2381785671769,POINT (-70.8167078461858 -33.2381785671769),4.0
13302,1330221,2020.0,Allegado,3.0,No informado,No informado,No informado,-70.8165533847416,-33.2380952498759,POINT (-70.8165533847416 -33.2380952498759),4.0
13302,1330221,2019.0,Allegado,3.0,No informado,No informado,No informado,-70.8165982332158,-33.2376491111518,POINT (-70.8165982332158 -33.2376491111518),5.0
13302,1330221,2019.0,Allegado,3.0,No informado,No informado,No informado,-70.8167053257703,-33.2375032470735,POINT (-70.8167053257703 -33.2375032470735),5.0
13302,1330221,2020.0,Propietario y sin deuda,4.0,No informado,No informado,No informado,-70.8171826339569,-33.2368039077905,POINT (-70.8171826339569 -33.2368039077905),4.0
13302,1330221,2019.0,Propietario y sin deuda,4.0,No informado,No informado,No informado,-70.8171087645748,-33.2368912749184,POINT (-70.8171087645748 -33.2368912749184),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8200305371303,-33.2386810734874,POINT (-70.8200305371303 -33.2386810734874),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8198837810055,-33.2386504150907,POINT (-70.8198837810055 -33.2386504150907),
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,"Río, vertiente, etc.",No informado,-70.8201139129135,-33.2385781038494,POINT (-70.8201139129135 -33.2385781038494),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8195568466936,-33.2382973543094,POINT (-70.8195568466936 -33.2382973543094),
13302,1330221,2019.0,Propietario y sin deuda,3.0,Si,Camión aljibe,No informado,-70.8176963501302,-33.2378550461072,POINT (-70.8176963501302 -33.2378550461072),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8169605163098,-33.2376152743079,POINT (-70.8169605163098 -33.2376152743079),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.81705142101,-33.2374749196526,POINT (-70.81705142101 -33.2374749196526),
13302,1330221,2019.0,Propietario y pagando dividendo,2.0,Si,"Río, vertiente, etc.",No informado,-70.817078587816,-33.2373753459304,POINT (-70.817078587816 -33.2373753459304),5.0
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.8162129661921,-33.2387693219048,POINT (-70.8162129661921 -33.2387693219048),
13302,1330221,,No informado,No informado,No informado,No informado,No informado,-70.81627098,-33.23859606,POINT (-70.81627098 -33.23859606),
13302,1330221,2019.0,Allegado,3.0,Si,No informado,No informado,-70.81648411,-33.23837729,POINT (-70.81648411 -33.23837729),5.0
13302,1330221,2020.0,No informado,2.0,Si,"Río, vertiente, etc.",No informado,-70.81829112,-33.23901475,POINT (-70.81829112 -33.23901475),4.0
13110,1311013,2022.0,Allegado,2.0,No informado,Camión aljibe,No,-70.5582002804178,-33.5153879233482,POINT (-70.5582002804178 -33.5153879233482),2.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No,-70.5584653270108,-33.5156661885074,POINT (-70.5584653270108 -33.5156661885074),4.0
13110,1311013,,No informado,No informado,No informado,No informado,No informado,-70.5582826031939,-33.5153803095914,POINT (-70.5582826031939 -33.5153803095914),
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No,-70.55857274,-33.51570031,POINT (-70.55857274 -33.51570031),4.0
13110,1311013,2020.0,Allegado,3.0,No informado,Camión aljibe,No informado,-70.5555794536935,-33.5152722638246,POINT (-70.5555794536935 -33.5152722638246),4.0
13110,1311013,2020.0,Propietario y sin deuda,No informado,No informado,No informado,No informado,-70.5583223439312,-33.5155481949102,POINT (-70.5583223439312 -33.5155481949102),4.0
13110,1311013,2020.0,Propietario y sin deuda,2.0,No informado,Camión aljibe,No,-70.5583325341817,-33.5155168465535,POINT (-70.5583325341817 -33.5155168465535),4.0
